| Index | Instruction       | Sig                                           | Arch | OpCode                        | Encoding | Prefix | OpCodeByte | L   | W   | PP   | MM   | x67   | ModR | ModRM | VsibReg | VsibSize | KMask | ZMask |
| 518   | fwait             | fwait                                         | ANY  | 9B                            | NONE     |        | 9B         |     |     |      |      | false |      |       |         | -1       | false | false |
| 519   | fxam              | fxam                                          | ANY  | D9 E5                         | NONE     |        | E5         |     |     |      | D9   | false |      |       |         | -1       | false | false |
| 520   | fxch              | fxch                                          | ANY  | D9 C9                         | NONE     |        | C9         |     |     |      | D9   | false |      |       |         | -1       | false | false |
| 521   | fxch              | fxch st(i)                                    | ANY  | D9 C8+i                       | O        |        | C8         |     |     |      | D9   | false |      |       |         | -1       | false | false |
| 522   | fxrstor           | fxrstor m                                     | ANY  | 0F AE /1                      | NONE     |        | AE         |     |     |      | 0F   | false | 1    |       |         | -1       | false | false |
| 523   | fxrstor64         | fxrstor64 m                                   | X64  | REX.W 0F AE /1                | NONE     |        | AE         |     | W1  |      | 0F   | false | 1    |       |         | -1       | false | false |
| 524   | fxsave            | fxsave m                                      | ANY  | 0F AE /0                      | NONE     |        | AE         |     |     |      | 0F   | false | 0    |       |         | -1       | false | false |
| 525   | fxsave64          | fxsave64 m                                    | X64  | REX.W 0F AE /0                | NONE     |        | AE         |     | W1  |      | 0F   | false | 0    |       |         | -1       | false | false |
| 526   | fxtract           | fxtract                                       | ANY  | D9 F4                         | NONE     |        | F4         |     |     |      | D9   | false |      |       |         | -1       | false | false |
| 527   | fyl2x             | fyl2x                                         | ANY  | D9 F1                         | NONE     |        | F1         |     |     |      | D9   | false |      |       |         | -1       | false | false |
| 528   | fyl2xp1           | fyl2xp1                                       | ANY  | D9 F9                         | NONE     |        | F9         |     |     |      | D9   | false |      |       |         | -1       | false | false |
| 529   | getsec            | getsec                                        | ANY  | 0F 37                         | NONE     |        | 37         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 530   | gf2p8affineinvqb  | gf2p8affineinvqb xmm,xmm/m,ib/ub              | ANY  | 66 0F 3A CF /r ib             | RMI      |        | CF         |     |     | 66   | 0F3A | false | r    |       |         | -1       | false | false |
| 531   | gf2p8affineqb     | gf2p8affineqb xmm,xmm/m,ib/ub                 | ANY  | 66 0F 3A CE /r ib             | RMI      |        | CE         |     |     | 66   | 0F3A | false | r    |       |         | -1       | false | false |
| 532   | gf2p8mulb         | gf2p8mulb xmm,xmm/m                           | ANY  | 66 0F 38 CF /r                | RM       |        | CF         |     |     | 66   | 0F38 | false | r    |       |         | -1       | false | false |
| 533   | haddpd            | haddpd xmm,xmm/m                              | ANY  | 66 0F 7C /r                   | RM       |        | 7C         |     |     | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 534   | haddps            | haddps xmm,xmm/m                              | ANY  | F2 0F 7C /r                   | RM       |        | 7C         |     |     | F2   | 0F   | false | r    |       |         | -1       | false | false |
| 535   | hlt               | hlt                                           | ANY  | F4                            | NONE     |        | F4         |     |     |      |      | false |      |       |         | -1       | false | false |
| 536   | hreset            | hreset ib/ub,[eax]                            | ANY  | F3 0F 3A F0 /0 ib             | I        |        | F0         |     |     | F3   | 0F3A | false | 0    |       |         | -1       | false | false |
| 537   | hsubpd            | hsubpd xmm,xmm/m                              | ANY  | 66 0F 7D /r                   | RM       |        | 7D         |     |     | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 538   | hsubps            | hsubps xmm,xmm/m                              | ANY  | F2 0F 7D /r                   | RM       |        | 7D         |     |     | F2   | 0F   | false | r    |       |         | -1       | false | false |
| 539   | idiv              | idiv [ax],r8/m                                | ANY  | F6 /7                         | M        |        | F6         |     |     |      |      | false | 7    |       |         | -1       | false | false |
| 540   | idiv              | idiv [dx],[ax],r16/m                          | ANY  | 66 F7 /7                      | M        |        | F7         |     |     | 66   |      | false | 7    |       |         | -1       | false | false |
| 541   | idiv              | idiv [edx],[eax],r32/m                        | ANY  | F7 /7                         | M        |        | F7         |     |     |      |      | false | 7    |       |         | -1       | false | false |
| 542   | idiv              | idiv [rdx],[rax],r64/m                        | X64  | REX.W F7 /7                   | M        |        | F7         |     | W1  |      |      | false | 7    |       |         | -1       | false | false |
| 543   | imul              | imul [ax],r8/m                                | ANY  | F6 /5                         | M        |        | F6         |     |     |      |      | false | 5    |       |         | -1       | false | false |
| 544   | imul              | imul [dx],[ax],r16/m                          | ANY  | 66 F7 /5                      | M        |        | F7         |     |     | 66   |      | false | 5    |       |         | -1       | false | false |
| 545   | imul              | imul [edx],[eax],r32/m                        | ANY  | F7 /5                         | M        |        | F7         |     |     |      |      | false | 5    |       |         | -1       | false | false |
| 546   | imul              | imul [rdx],[rax],r64/m                        | X64  | REX.W F7 /5                   | M        |        | F7         |     | W1  |      |      | false | 5    |       |         | -1       | false | false |
| 547   | imul              | imul r16,r16/m                                | ANY  | 66 0F AF /r                   | RM       |        | AF         |     |     | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 548   | imul              | imul r32,r32/m                                | ANY  | 0F AF /r                      | RM       |        | AF         |     |     |      | 0F   | false | r    |       |         | -1       | false | false |
| 549   | imul              | imul r64,r64/m                                | X64  | REX.W 0F AF /r                | RM       |        | AF         |     | W1  |      | 0F   | false | r    |       |         | -1       | false | false |
| 550   | imul              | imul r16,r16/m,ib                             | ANY  | 66 6B /r ib                   | RMI      |        | 6B         |     |     | 66   |      | false | r    |       |         | -1       | false | false |
| 551   | imul              | imul r32,r32/m,ib                             | ANY  | 6B /r ib                      | RMI      |        | 6B         |     |     |      |      | false | r    |       |         | -1       | false | false |
| 552   | imul              | imul r64,r64/m,ib                             | X64  | REX.W 6B /r ib                | RMI      |        | 6B         |     | W1  |      |      | false | r    |       |         | -1       | false | false |
| 553   | imul              | imul r16,r16/m,iw/uw                          | ANY  | 66 69 /r iw                   | RMI      |        | 69         |     |     | 66   |      | false | r    |       |         | -1       | false | false |
| 554   | imul              | imul r32,r32/m,id/ud                          | ANY  | 69 /r id                      | RMI      |        | 69         |     |     |      |      | false | r    |       |         | -1       | false | false |
| 555   | imul              | imul r64,r64/m,id                             | X64  | REX.W 69 /r id                | RMI      |        | 69         |     | W1  |      |      | false | r    |       |         | -1       | false | false |
| 556   | in                | in al,ib/ub                                   | ANY  | E4 ib                         | I        |        | E4         |     |     |      |      | false |      |       |         | -1       | false | false |
| 557   | in                | in ax,ib/ub                                   | ANY  | 66 E5 ib                      | I        |        | E5         |     |     | 66   |      | false |      |       |         | -1       | false | false |
| 558   | in                | in eax,ib/ub                                  | ANY  | E5 ib                         | I        |        | E5         |     |     |      |      | false |      |       |         | -1       | false | false |
| 559   | in                | in al,dx                                      | ANY  | EC                            | NONE     |        | EC         |     |     |      |      | false |      |       |         | -1       | false | false |
| 560   | in                | in ax,dx                                      | ANY  | 66 ED                         | NONE     |        | ED         |     |     | 66   |      | false |      |       |         | -1       | false | false |
| 561   | in                | in eax,dx                                     | ANY  | ED                            | NONE     |        | ED         |     |     |      |      | false |      |       |         | -1       | false | false |
| 562   | inc               | inc r16                                       | X86  | 66 40+r                       | O        |        | 40         |     |     | 66   |      | false |      |       |         | -1       | false | false |
| 563   | inc               | inc r32                                       | X86  | 40+r                          | O        |        | 40         |     |     |      |      | false |      |       |         | -1       | false | false |
| 564   | inc               | inc r8/m                                      | ANY  | FE /0                         | M        |        | FE         |     |     |      |      | false | 0    |       |         | -1       | false | false |
| 565   | inc               | inc r16/m                                     | ANY  | 66 FF /0                      | M        |        | FF         |     |     | 66   |      | false | 0    |       |         | -1       | false | false |
| 566   | inc               | inc r32/m                                     | ANY  | FF /0                         | M        |        | FF         |     |     |      |      | false | 0    |       |         | -1       | false | false |
| 567   | inc               | inc r64/m                                     | X64  | REX.W FF /0                   | M        |        | FF         |     | W1  |      |      | false | 0    |       |         | -1       | false | false |
| 568   | incsspd           | incsspd r32                                   | ANY  | F3 0F AE /5                   | M        |        | AE         |     |     | F3   | 0F   | false | 5    |       |         | -1       | false | false |
| 569   | incsspq           | incsspq r64                                   | X64  | REX.W F3 0F AE /5             | M        |        | AE         |     | W1  | F3   | 0F   | false | 5    |       |         | -1       | false | false |
| 570   | insb              | insb es:zdi,dx                                | ANY  | 6C                            | NONE     |        | 6C         |     |     |      |      | false |      |       |         | -1       | false | false |
| 571   | insd              | insd es:zdi,dx                                | ANY  | 6D                            | NONE     |        | 6D         |     |     |      |      | false |      |       |         | -1       | false | false |
| 572   | insertps          | insertps xmm,xmm/m,ib/ub                      | ANY  | 66 0F 3A 21 /r ib             | RMI      |        | 21         |     |     | 66   | 0F3A | false | r    |       |         | -1       | false | false |
| 573   | insertq           | insertq xmm,xmm                               | ANY  | F2 0F 79 /r                   | RM       |        | 79         |     |     | F2   | 0F   | false | r    |       |         | -1       | false | false |
| 574   | insertq           | insertq xmm,xmm,ib/ub,ib/ub                   | ANY  | F2 0F 78 /r ib ib             | RMII     |        | 78         |     |     | F2   | 0F   | false | r    |       |         | -1       | false | false |
| 575   | insw              | insw es:zdi,dx                                | ANY  | 66 6D                         | NONE     |        | 6D         |     |     | 66   |      | false |      |       |         | -1       | false | false |
| 576   | int               | int ib/ub                                     | ANY  | CD ib                         | I        |        | CD         |     |     |      |      | false |      |       |         | -1       | false | false |
| 577   | int3              | int3                                          | ANY  | CC                            | NONE     |        | CC         |     |     |      |      | false |      |       |         | -1       | false | false |
| 578   | into              | into                                          | X86  | CE                            | NONE     |        | CE         |     |     |      |      | false |      |       |         | -1       | false | false |
| 579   | invd              | invd                                          | ANY  | 0F 08                         | NONE     |        | 08         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 580   | invept            | invept r32,m                                  | X86  | 66 0F 38 80 /r                | RM       |        | 80         |     |     | 66   | 0F38 | false | r    |       |         | -1       | false | false |
| 581   | invept            | invept r64,m                                  | X64  | 66 0F 38 80 /r                | RM       |        | 80         |     |     | 66   | 0F38 | false | r    |       |         | -1       | false | false |
| 582   | invlpg            | invlpg m                                      | ANY  | 0F 01 /7                      | M        |        | 01         |     |     |      | 0F   | false | 7    |       |         | -1       | false | false |
| 583   | invlpga           | invlpga [eax],[ecx]                           | X86  | 0F 01 DF                      | NONE     |        | DF         |     |     |      | 0F01 | false |      |       |         | -1       | false | false |
| 584   | invlpga           | invlpga [eax],[ecx]                           | X64  | 67 0F 01 DF                   | NONE     |        | DF         |     |     |      | 0F01 | true  |      |       |         | -1       | false | false |
| 585   | invlpga           | invlpga [rax],[ecx]                           | X64  | 0F 01 DF                      | NONE     |        | DF         |     |     |      | 0F01 | false |      |       |         | -1       | false | false |
| 586   | invpcid           | invpcid r32,m                                 | X86  | 66 0F 38 82 /r                | RM       |        | 82         |     |     | 66   | 0F38 | false | r    |       |         | -1       | false | false |
| 587   | invpcid           | invpcid r64,m                                 | X64  | 66 0F 38 82 /r                | RM       |        | 82         |     |     | 66   | 0F38 | false | r    |       |         | -1       | false | false |
| 588   | invvpid           | invvpid r32,m                                 | X86  | 66 0F 38 81 /r                | RM       |        | 81         |     |     | 66   | 0F38 | false | r    |       |         | -1       | false | false |
| 589   | invvpid           | invvpid r64,m                                 | X64  | 66 0F 38 81 /r                | RM       |        | 81         |     |     | 66   | 0F38 | false | r    |       |         | -1       | false | false |
| 590   | iret              | iret                                          | ANY  | 66 CF                         | NONE     |        | CF         |     |     | 66   |      | false |      |       |         | -1       | false | false |
| 591   | iretd             | iretd                                         | ANY  | CF                            | NONE     |        | CF         |     |     |      |      | false |      |       |         | -1       | false | false |
| 592   | iretq             | iretq                                         | X64  | REX.W CF                      | NONE     |        | CF         |     | W1  |      |      | false |      |       |         | -1       | false | false |
| 593   | ja                | ja rel8                                       | ANY  | 77 cb                         | D        |        | 77         |     |     |      |      | false |      |       |         | -1       | false | false |
| 594   | ja                | ja rel16                                      | X86  | 66 0F 87 cw                   | D        |        | 87         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 595   | ja                | ja rel32                                      | ANY  | 0F 87 cd                      | D        |        | 87         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 596   | jae               | jae rel8                                      | ANY  | 73 cb                         | D        |        | 73         |     |     |      |      | false |      |       |         | -1       | false | false |
| 597   | jae               | jae rel16                                     | X86  | 66 0F 83 cw                   | D        |        | 83         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 598   | jae               | jae rel32                                     | ANY  | 0F 83 cd                      | D        |        | 83         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 599   | jb                | jb rel8                                       | ANY  | 72 cb                         | D        |        | 72         |     |     |      |      | false |      |       |         | -1       | false | false |
| 600   | jb                | jb rel16                                      | X86  | 66 0F 82 cw                   | D        |        | 82         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 601   | jb                | jb rel32                                      | ANY  | 0F 82 cd                      | D        |        | 82         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 602   | jbe               | jbe rel8                                      | ANY  | 76 cb                         | D        |        | 76         |     |     |      |      | false |      |       |         | -1       | false | false |
| 603   | jbe               | jbe rel16                                     | X86  | 66 0F 86 cw                   | D        |        | 86         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 604   | jbe               | jbe rel32                                     | ANY  | 0F 86 cd                      | D        |        | 86         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 605   | jc                | jc rel8                                       | ANY  | 72 cb                         | D        |        | 72         |     |     |      |      | false |      |       |         | -1       | false | false |
| 606   | jc                | jc rel16                                      | X86  | 66 0F 82 cw                   | D        |        | 82         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 607   | jc                | jc rel32                                      | ANY  | 0F 82 cd                      | D        |        | 82         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 608   | je                | je rel8                                       | ANY  | 74 cb                         | D        |        | 74         |     |     |      |      | false |      |       |         | -1       | false | false |
| 609   | je                | je rel16                                      | X86  | 66 0F 84 cw                   | D        |        | 84         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 610   | je                | je rel32                                      | ANY  | 0F 84 cd                      | D        |        | 84         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 611   | jecxz             | jecxz [cx],rel8                               | X86  | 67 E3 cb                      | D        |        | E3         |     |     |      |      | true  |      |       |         | -1       | false | false |
| 612   | jecxz             | jecxz [ecx],rel8                              | X86  | E3 cb                         | D        |        | E3         |     |     |      |      | false |      |       |         | -1       | false | false |
| 613   | jecxz             | jecxz [ecx],rel8                              | X64  | 67 E3 cb                      | D        |        | E3         |     |     |      |      | true  |      |       |         | -1       | false | false |
| 614   | jecxz             | jecxz [rcx],rel8                              | X64  | E3 cb                         | D        |        | E3         |     |     |      |      | false |      |       |         | -1       | false | false |
| 615   | jg                | jg rel8                                       | ANY  | 7F cb                         | D        |        | 7F         |     |     |      |      | false |      |       |         | -1       | false | false |
| 616   | jg                | jg rel16                                      | X86  | 66 0F 8F cw                   | D        |        | 8F         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 617   | jg                | jg rel32                                      | ANY  | 0F 8F cd                      | D        |        | 8F         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 618   | jge               | jge rel8                                      | ANY  | 7D cb                         | D        |        | 7D         |     |     |      |      | false |      |       |         | -1       | false | false |
| 619   | jge               | jge rel16                                     | X86  | 66 0F 8D cw                   | D        |        | 8D         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 620   | jge               | jge rel32                                     | ANY  | 0F 8D cd                      | D        |        | 8D         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 621   | jl                | jl rel8                                       | ANY  | 7C cb                         | D        |        | 7C         |     |     |      |      | false |      |       |         | -1       | false | false |
| 622   | jl                | jl rel16                                      | X86  | 66 0F 8C cw                   | D        |        | 8C         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 623   | jl                | jl rel32                                      | ANY  | 0F 8C cd                      | D        |        | 8C         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 624   | jle               | jle rel8                                      | ANY  | 7E cb                         | D        |        | 7E         |     |     |      |      | false |      |       |         | -1       | false | false |
| 625   | jle               | jle rel16                                     | X86  | 66 0F 8E cw                   | D        |        | 8E         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 626   | jle               | jle rel32                                     | ANY  | 0F 8E cd                      | D        |        | 8E         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 627   | jmp               | jmp rel8                                      | ANY  | EB cb                         | D        |        | EB         |     |     |      |      | false |      |       |         | -1       | false | false |
| 628   | jmp               | jmp rel16                                     | X86  | 66 E9 cw                      | D        |        | E9         |     |     | 66   |      | false |      |       |         | -1       | false | false |
| 629   | jmp               | jmp rel32                                     | ANY  | E9 cd                         | D        |        | E9         |     |     |      |      | false |      |       |         | -1       | false | false |
| 630   | jmp               | jmp r32/m                                     | X86  | FF /4                         | D        |        | FF         |     |     |      |      | false | 4    |       |         | -1       | false | false |
| 631   | jmp               | jmp r64/m                                     | X64  | FF /4                         | D        |        | FF         |     |     |      |      | false | 4    |       |         | -1       | false | false |
| 632   | jna               | jna rel8                                      | ANY  | 76 cb                         | D        |        | 76         |     |     |      |      | false |      |       |         | -1       | false | false |
| 633   | jna               | jna rel16                                     | X86  | 66 0F 86 cw                   | D        |        | 86         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 634   | jna               | jna rel32                                     | ANY  | 0F 86 cd                      | D        |        | 86         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 635   | jnae              | jnae rel8                                     | ANY  | 72 cb                         | D        |        | 72         |     |     |      |      | false |      |       |         | -1       | false | false |
| 636   | jnae              | jnae rel16                                    | X86  | 66 0F 82 cw                   | D        |        | 82         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 637   | jnae              | jnae rel32                                    | ANY  | 0F 82 cd                      | D        |        | 82         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 638   | jnb               | jnb rel8                                      | ANY  | 73 cb                         | D        |        | 73         |     |     |      |      | false |      |       |         | -1       | false | false |
| 639   | jnb               | jnb rel16                                     | X86  | 66 0F 83 cw                   | D        |        | 83         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 640   | jnb               | jnb rel32                                     | ANY  | 0F 83 cd                      | D        |        | 83         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 641   | jnbe              | jnbe rel8                                     | ANY  | 77 cb                         | D        |        | 77         |     |     |      |      | false |      |       |         | -1       | false | false |
| 642   | jnbe              | jnbe rel16                                    | X86  | 66 0F 87 cw                   | D        |        | 87         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 643   | jnbe              | jnbe rel32                                    | ANY  | 0F 87 cd                      | D        |        | 87         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 644   | jnc               | jnc rel8                                      | ANY  | 73 cb                         | D        |        | 73         |     |     |      |      | false |      |       |         | -1       | false | false |
| 645   | jnc               | jnc rel16                                     | X86  | 66 0F 83 cw                   | D        |        | 83         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 646   | jnc               | jnc rel32                                     | ANY  | 0F 83 cd                      | D        |        | 83         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 647   | jne               | jne rel8                                      | ANY  | 75 cb                         | D        |        | 75         |     |     |      |      | false |      |       |         | -1       | false | false |
| 648   | jne               | jne rel16                                     | X86  | 66 0F 85 cw                   | D        |        | 85         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 649   | jne               | jne rel32                                     | ANY  | 0F 85 cd                      | D        |        | 85         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 650   | jng               | jng rel8                                      | ANY  | 7E cb                         | D        |        | 7E         |     |     |      |      | false |      |       |         | -1       | false | false |
| 651   | jng               | jng rel16                                     | X86  | 66 0F 8E cw                   | D        |        | 8E         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 652   | jng               | jng rel32                                     | ANY  | 0F 8E cd                      | D        |        | 8E         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 653   | jnge              | jnge rel8                                     | ANY  | 7C cb                         | D        |        | 7C         |     |     |      |      | false |      |       |         | -1       | false | false |
| 654   | jnge              | jnge rel16                                    | X86  | 66 0F 8C cw                   | D        |        | 8C         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 655   | jnge              | jnge rel32                                    | ANY  | 0F 8C cd                      | D        |        | 8C         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 656   | jnl               | jnl rel8                                      | ANY  | 7D cb                         | D        |        | 7D         |     |     |      |      | false |      |       |         | -1       | false | false |
| 657   | jnl               | jnl rel16                                     | X86  | 66 0F 8D cw                   | D        |        | 8D         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 658   | jnl               | jnl rel32                                     | ANY  | 0F 8D cd                      | D        |        | 8D         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 659   | jnle              | jnle rel8                                     | ANY  | 7F cb                         | D        |        | 7F         |     |     |      |      | false |      |       |         | -1       | false | false |
| 660   | jnle              | jnle rel16                                    | X86  | 66 0F 8F cw                   | D        |        | 8F         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 661   | jnle              | jnle rel32                                    | ANY  | 0F 8F cd                      | D        |        | 8F         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 662   | jno               | jno rel8                                      | ANY  | 71 cb                         | D        |        | 71         |     |     |      |      | false |      |       |         | -1       | false | false |
| 663   | jno               | jno rel16                                     | X86  | 66 0F 81 cw                   | D        |        | 81         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 664   | jno               | jno rel32                                     | ANY  | 0F 81 cd                      | D        |        | 81         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 665   | jnp               | jnp rel8                                      | ANY  | 7B cb                         | D        |        | 7B         |     |     |      |      | false |      |       |         | -1       | false | false |
| 666   | jnp               | jnp rel16                                     | X86  | 66 0F 8B cw                   | D        |        | 8B         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 667   | jnp               | jnp rel32                                     | ANY  | 0F 8B cd                      | D        |        | 8B         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 668   | jns               | jns rel8                                      | ANY  | 79 cb                         | D        |        | 79         |     |     |      |      | false |      |       |         | -1       | false | false |
| 669   | jns               | jns rel16                                     | X86  | 66 0F 89 cw                   | D        |        | 89         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 670   | jns               | jns rel32                                     | ANY  | 0F 89 cd                      | D        |        | 89         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 671   | jnz               | jnz rel8                                      | ANY  | 75 cb                         | D        |        | 75         |     |     |      |      | false |      |       |         | -1       | false | false |
| 672   | jnz               | jnz rel16                                     | X86  | 66 0F 85 cw                   | D        |        | 85         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 673   | jnz               | jnz rel32                                     | ANY  | 0F 85 cd                      | D        |        | 85         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 674   | jo                | jo rel8                                       | ANY  | 70 cb                         | D        |        | 70         |     |     |      |      | false |      |       |         | -1       | false | false |
| 675   | jo                | jo rel16                                      | X86  | 66 0F 80 cw                   | D        |        | 80         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 676   | jo                | jo rel32                                      | ANY  | 0F 80 cd                      | D        |        | 80         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 677   | jp                | jp rel8                                       | ANY  | 7A cb                         | D        |        | 7A         |     |     |      |      | false |      |       |         | -1       | false | false |
| 678   | jp                | jp rel16                                      | X86  | 66 0F 8A cw                   | D        |        | 8A         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 679   | jp                | jp rel32                                      | ANY  | 0F 8A cd                      | D        |        | 8A         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 680   | jpe               | jpe rel8                                      | ANY  | 7A cb                         | D        |        | 7A         |     |     |      |      | false |      |       |         | -1       | false | false |
| 681   | jpe               | jpe rel16                                     | X86  | 66 0F 8A cw                   | D        |        | 8A         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 682   | jpe               | jpe rel32                                     | ANY  | 0F 8A cd                      | D        |        | 8A         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 683   | jpo               | jpo rel8                                      | ANY  | 7B cb                         | D        |        | 7B         |     |     |      |      | false |      |       |         | -1       | false | false |
| 684   | jpo               | jpo rel16                                     | X86  | 66 0F 8B cw                   | D        |        | 8B         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 685   | jpo               | jpo rel32                                     | ANY  | 0F 8B cd                      | D        |        | 8B         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 686   | js                | js rel8                                       | ANY  | 78 cb                         | D        |        | 78         |     |     |      |      | false |      |       |         | -1       | false | false |
| 687   | js                | js rel16                                      | X86  | 66 0F 88 cw                   | D        |        | 88         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 688   | js                | js rel32                                      | ANY  | 0F 88 cd                      | D        |        | 88         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 689   | jz                | jz rel8                                       | ANY  | 74 cb                         | D        |        | 74         |     |     |      |      | false |      |       |         | -1       | false | false |
| 690   | jz                | jz rel16                                      | X86  | 66 0F 84 cw                   | D        |        | 84         |     |     | 66   | 0F   | false |      |       |         | -1       | false | false |
| 691   | jz                | jz rel32                                      | ANY  | 0F 84 cd                      | D        |        | 84         |     |     |      | 0F   | false |      |       |         | -1       | false | false |
| 692   | kaddb             | kaddb k,k,k                                   | ANY  | VEX.L1.66.0F.W0 4A /r         | RVM      | VEX    | 4A         | 256 | W0  | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 693   | kaddd             | kaddd k,k,k                                   | ANY  | VEX.L1.66.0F.W1 4A /r         | RVM      | VEX    | 4A         | 256 | W1  | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 694   | kaddq             | kaddq k,k,k                                   | ANY  | VEX.L1.0F.W1 4A /r            | RVM      | VEX    | 4A         | 256 | W1  |      | 0F   | false | r    |       |         | -1       | false | false |
| 695   | kaddw             | kaddw k,k,k                                   | ANY  | VEX.L1.0F.W0 4A /r            | RVM      | VEX    | 4A         | 256 | W0  |      | 0F   | false | r    |       |         | -1       | false | false |
| 696   | kandb             | kandb k,k,k                                   | ANY  | VEX.L1.66.0F.W0 41 /r         | RVM      | VEX    | 41         | 256 | W0  | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 697   | kandd             | kandd k,k,k                                   | ANY  | VEX.L1.66.0F.W1 41 /r         | RVM      | VEX    | 41         | 256 | W1  | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 698   | kandnb            | kandnb k,k,k                                  | ANY  | VEX.L1.66.0F.W0 42 /r         | RVM      | VEX    | 42         | 256 | W0  | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 699   | kandnd            | kandnd k,k,k                                  | ANY  | VEX.L1.66.0F.W1 42 /r         | RVM      | VEX    | 42         | 256 | W1  | 66   | 0F   | false | r    |       |         | -1       | false | false |
| 700   | kandnq            | kandnq k,k,k                                  | ANY  | VEX.L1.0F.W1 42 /r            | RVM      | VEX    | 42         | 256 | W1  |      | 0F   | false | r    |       |         | -1       | false | false |
| 701   | kandnw            | kandnw k,k,k                                  | ANY  | VEX.L1.0F.W0 42 /r            | RVM      | VEX    | 42         | 256 | W0  |      | 0F   | false | r    |       |         | -1       | false | false |
| 702   | kandq             | kandq k,k,k                                   | ANY  | VEX.L1.0F.W1 41 /r            | RVM      | VEX    | 41         | 256 | W1  |      | 0F   | false | r    |       |         | -1       | false | false |
