| Opcode           | Instruction        | Op/En | 64-Bit Mode | Compat/Leg Mode | Description                                 |
| 0F 47 /r         | CMOVA r16, r/m16   | RM    | Valid       | Valid           | Move if above (CF=0 and ZF=0).              |
| 0F 47 /r         | CMOVA r32, r/m32   | RM    | Valid       | Valid           | Move if above (CF=0 and ZF=0).              |
| REX.W + 0F 47 /r | CMOVA r64, r/m64   | RM    | Valid       | N.E.            | Move if above (CF=0 and ZF=0).              |
