| Opcode           | Instruction        | Op/En | 64-Bit Mode | Compat/Leg Mode | Description                                 |
| 0F 42 /r         | CMOVB r16, r/m16   | RM    | Valid       | Valid           | Move if below (CF=1).                       |
| 0F 42 /r         | CMOVB r32, r/m32   | RM    | Valid       | Valid           | Move if below (CF=1).                       |
| REX.W + 0F 42 /r | CMOVB r64, r/m64   | RM    | Valid       | N.E.            | Move if below (CF=1).                       |
