| Opcode   | Instruction | Op/En | 64-Bit Mode | Compat/Leg Mode | Description                                                                    |
| 72 cb    | JB rel8     | D     | Valid       | Valid           | Jump short if below (CF=1).                                                    |
| 0F 82 cw | JB rel16    | D     | N.S.        | Valid           | Jump near if below (CF=1). Not supported in 64-bit mode.                       |
| 0F 82 cd | JB rel32    | D     | Valid       | Valid           | Jump near if below (CF=1).                                                     |
