| Opcode | Instruction | Op/En | 64-Bit Mode | Compat/Leg Mode | Description                   |
| 9C     | PUSHF       | ZO    | Valid       | Valid           | Push lower 16 bits of EFLAGS. |
| 9C     | PUSHFD      | ZO    | N.E.        | Valid           | Push EFLAGS.                  |
| 9C     | PUSHFQ      | ZO    | Valid       | N.E.            | Push RFLAGS.                  |
