# http://ref.x86asm.net/geek32-abc.html
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| mnemonic            | op1  | op2  | op3  | op4 | iext      | pf     | 0F     | po     | so     | flds     | o     | proc     | st       | m     | rl      | x   | grp1        | grp2                 | grp3         | tested f     | modif f       | def f         | undef f      | f values                                         | description, notes                                                          |
| FIST                | Mwi  | ST   |      |     |           |        |        | DF     |        | MF       | 2     |          |          |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Integer                                                               |
| FISTP               | Mdi  | ST   |      |     |           |        |        | DB     |        | mF       | 3     |          |          |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Integer and Pop                                                       |
| FISTP               | Mwi  | ST   |      |     |           |        |        | DF     |        | MF       | 3     |          |          |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Integer and Pop                                                       |
| FISTP               | Mqi  | ST   |      |     |           |        |        | DF     |        |          | 7     |          |          |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Integer and Pop                                                       |
| FISTTP              | Mdi  | ST   |      |     | sse3      |        |        | DB     |        | mF       | 1     | P4++     |          |       |         | p   | x87fpu      | conver               |              |              | 0123          | .1..          | 0.23         | .0..                                             | Store Integer with Truncation and Pop                                       |
| FISTTP              | Mqi  | ST   |      |     | sse3      |        |        | DD     |        |          | 1     | P4++     |          |       |         | p   | x87fpu      | conver               |              |              | 0123          | .1..          | 0.23         | .0..                                             | Store Integer with Truncation and Pop                                       |
| FISTTP              | Mwi  | ST   |      |     | sse3      |        |        | DF     |        | MF       | 1     | P4++     |          |       |         | p   | x87fpu      | conver               |              |              | 0123          | .1..          | 0.23         | .0..                                             | Store Integer with Truncation and Pop                                       |
| FISUB               | ST   | Mdi  |      |     |           |        |        | DA     |        | mF       | 4     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Subtract                                                                    |
| FISUB               | ST   | Mwi  |      |     |           |        |        | DE     |        | MF       | 4     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Subtract                                                                    |
| FISUBR              | ST   | Mdi  |      |     |           |        |        | DA     |        | mF       | 5     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Reverse Subtract                                                            |
| FISUBR              | ST   | Mwi  |      |     |           |        |        | DE     |        | MF       | 5     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Reverse Subtract                                                            |
| FLD                 | ST   | ESsr |      |     |           |        |        | D9     |        | mf       | 0     |          |          |       |         | s   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Floating Point Value                                                   |
| FLD                 | ST   | Mer  |      |     |           |        |        | DB     |        |          | 5     |          |          |       |         | s   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Floating Point Value                                                   |
| FLD                 | ST   | Mdr  |      |     |           |        |        | DD     |        | Mf       | 0     |          |          |       |         | s   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Floating Point Value                                                   |
| FLD1                | ST   |      |      |     |           |        |        | D9     | E8     |          | 5     |          |          |       |         | s   | x87fpu      | ldconst              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Constant +1.0                                                          |
| FLDCW               | Mw   |      |      |     |           |        |        | D9     |        |          | 5     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Load x87 FPU Control Word                                                   |
| FLDENV              | Me   |      |      |     |           |        |        | D9     |        |          | 4     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          | 0123          |              |                                                  | Load x87 FPU Environment                                                    |
| FLDL2E              | ST   |      |      |     |           |        |        | D9     | EA     |          | 5     |          |          |       |         | s   | x87fpu      | ldconst              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Constant log 2 e                                                       |
| FLDL2T              | ST   |      |      |     |           |        |        | D9     | E9     |          | 5     |          |          |       |         | s   | x87fpu      | ldconst              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Constant log 2 10                                                      |
| FLDLG2              | ST   |      |      |     |           |        |        | D9     | EC     |          | 5     |          |          |       |         | s   | x87fpu      | ldconst              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Constant log 10 2                                                      |
| FLDLN2              | ST   |      |      |     |           |        |        | D9     | ED     |          | 5     |          |          |       |         | s   | x87fpu      | ldconst              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Constant log e 2                                                       |
| FLDPI               | ST   |      |      |     |           |        |        | D9     | EB     |          | 5     |          |          |       |         | s   | x87fpu      | ldconst              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Constant π                                                             |
| FLDZ                | ST   |      |      |     |           |        |        | D9     | EE     |          | 5     |          |          |       |         | s   | x87fpu      | ldconst              |              |              | 0123          | .1..          | 0.23         |                                                  | Load Constant +0.0                                                          |
| FMUL                | ST   | Msr  |      |     | /2.       | /2.    | /2.    | /2. D8 | /2.    | /2. mf   | /2. 1 | /2.      | /2.      | /2.   | /2.     | /2. | /2. x87fpu  | /2. arith            | /2.          | /2.          | /2. 0123      | /2. .1..      | /2. 0.23     | /2.                                              | /2. Multiply                                                                |
| FMUL                | ST   | EST  |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| FMUL                | ST   | Mdr  |      |     |           |        |        | DC     |        | Mf       | 1     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Multiply                                                                    |
| FMUL                | EST  | ST   |      |     |           |        |        | DC     |        |          | 1     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Multiply                                                                    |
| FMULP               | EST  | ST   |      |     |           |        |        | DE     |        |          | 1     |          |          |       |         | p   | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Multiply and Pop                                                            |
| FMULP               | ST1  | ST   |      |     |           |        |        | DE     | C9     |          | 1     |          |          |       |         | p   | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Multiply and Pop                                                            |
| FNCLEX              |      |      |      |     |           |        |        | DB     | E2     |          | 4     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Clear Exceptions                                                            |
| FNDISI              |      |      |      |     |           |        |        | DB     | E1     |          | 4     | 00       |          |       |         |     | x87fpu      | control              |              |              |               |               |              |                                                  | Disable NPX Interrupt                                                       |
| FNDISI nop          |      |      |      |     |           |        |        | DB     | E1     |          | 4     | 01+      | D 9      |       |         |     | obsol       | control              |              |              |               |               |              |                                                  | Treated as Integer NOP                                                      |
| FNENI               |      |      |      |     |           |        |        | DB     | E0     |          | 4     | 00       |          |       |         |     | x87fpu      | control              |              |              |               |               |              |                                                  | Enable NPX Interrupt                                                        |
| FNENI nop           |      |      |      |     |           |        |        | DB     | E0     |          | 4     | 01+      | D 9      |       |         |     | obsol       | control              |              |              |               |               |              |                                                  | Treated as Integer NOP                                                      |
| FNINIT              |      |      |      |     |           |        |        | DB     | E3     |          | 4     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               |              | 0000                                             | Initialize Floating-Point Unit                                              |
| FNOP                |      |      |      |     |           |        |        | D9     | D0     |          | 2     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | No Operation                                                                |
| FNSAVE              | Mst  | ST   | ST1  | ... |           |        |        | DD     |        |          | 6     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          | 0123          |              | 0000                                             | Store x87 FPU State                                                         |
| FNSETPM             |      |      |      |     |           |        |        | DB     | E4     |          | 4     | 02       |          |       |         |     | x87fpu      | control              |              |              |               |               |              |                                                  | Set Protected Mode                                                          |
| FNSETPM nop         |      |      |      |     |           |        |        | DB     | E4     |          | 4     | 03+      | D 10     |       |         |     | obsol       | control              |              |              |               |               |              |                                                  | Treated as Integer NOP                                                      |
| FNSTCW              | Mw   |      |      |     |           |        |        | D9     |        |          | 7     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Control Word                                                  |
| FNSTENV             | Me   |      |      |     |           |        |        | D9     |        |          | 6     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Environment                                                   |
| FNSTSW              | Mw   |      |      |     |           |        |        | DD     |        |          | 7     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Status Word                                                   |
| FNSTSW              | AX   |      |      |     |           |        |        | DF     | E0     |          | 4     | 02+      |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Status Word                                                   |
| FPATAN              | ST1  | ST   |      |     |           |        |        | D9     | F3     |          | 6     |          |          |       |         | p   | x87fpu      | trans                |              |              | 0123          | .1..          | 0.23         |                                                  | Partial Arctangent and Pop                                                  |
| FPREM               | ST   | ST1  |      |     |           |        |        | D9     | F8     |          | 7     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | 0123          |              |                                                  | Partial Remainder (for compatibility with i8087 and i287)                   |
| FPREM1              | ST   | ST1  |      |     |           |        |        | D9     | F5     |          | 6     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | 0123          |              |                                                  | IEEE Partial Remainder                                                      |
| FPTAN               | ST   |      |      |     |           |        |        | D9     | F2     |          | 6     |          |          |       |         | s   | x87fpu      | trans                |              |              | 0123          | .12.          | 0..3         |                                                  | Partial Tangent                                                             |
| FRNDINT             | ST   |      |      |     |           |        |        | D9     | FC     |          | 7     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Round to Integer                                                            |
| FRSTOR              | ST   | ST1  | ST2  | ... |           |        |        | DD     |        |          | 4     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          | 0123          |              |                                                  | Restore x87 FPU State                                                       |
| FS                  | FS   |      |      |     |           | 64     |        |        |        |          |       | 03+      |          |       |         |     | prefix      | segreg               |              |              |               |               |              |                                                  | FS segment override prefix                                                  |
| FSAVE               | Mst  | ST   | ST1  | ... |           | 9B     |        | DD     |        |          | 6     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          | 0123          |              | 0000                                             | Store x87 FPU State                                                         |
| FSCALE              | ST   | ST1  |      |     |           |        |        | D9     | FD     |          | 7     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Scale                                                                       |
| FSETPM              |      |      |      |     |           | 9B     |        | DB     | E4     |          | 4     | 02       |          |       |         |     | x87fpu      | control              |              |              |               |               |              |                                                  | Set Protected Mode                                                          |
| FSIN                | ST   |      |      |     |           |        |        | D9     | FE     |          | 7     |          |          |       |         |     | x87fpu      | trans                |              |              | 0123          | .12.          | 0..3         |                                                  | Sine                                                                        |
| FSINCOS             | ST   |      |      |     |           |        |        | D9     | FB     |          | 7     |          |          |       |         | s   | x87fpu      | trans                |              |              | 0123          | .12.          | 0..3         |                                                  | Sine and Cosine                                                             |
| FSQRT               | ST   |      |      |     |           |        |        | D9     | FA     |          | 7     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Square Root                                                                 |
| FST                 | Msr  | ST   |      |     |           |        |        | D9     |        | mf       | 2     |          |          |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value                                                  |
| FST                 | Mdr  | ST   |      |     |           |        |        | DD     |        | Mf       | 2     |          |          |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value                                                  |
| FST                 | ST   | EST  |      |     |           |        |        | DD     |        |          | 2     |          |          |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value                                                  |
| FSTCW               | Mw   |      |      |     |           | 9B     |        | D9     |        |          | 7     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Control Word                                                  |
| FSTENV              | Me   |      |      |     |           | 9B     |        | D9     |        |          | 6     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Environment                                                   |
| FSTP                | Msr  | ST   |      |     |           |        |        | D9     |        | mf       | 3     |          |          |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP                | Mer  | ST   |      |     |           |        |        | DB     |        |          | 7     |          |          |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP                | Mdr  | ST   |      |     |           |        |        | DD     |        | Mf       | 3     |          |          |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP                | ST   | EST  |      |     |           |        |        | DD     |        |          | 3     |          |          |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP1 part alias 8  | EST  | ST   |      |     |           |        |        | D9     |        |          | 3     | 00-02    | D 7      |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP1 part alias 8  | EST  | ST   |      |     |           |        |        | D9     |        |          | 3     | 03+      | U 15     |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP8 alias         | EST  | ST   |      |     |           |        |        | DF     |        |          | 2     | 00-02    | D 7      |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP8 alias         | EST  | ST   |      |     |           |        |        | DF     |        |          | 2     | 03+      | U 15     |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP9 alias         | EST  | ST   |      |     |           |        |        | DF     |        |          | 3     | 00-02    | D 7      |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTP9 alias         | EST  | ST   |      |     |           |        |        | DF     |        |          | 3     | 03+      | U 15     |       |         | p   | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Store Floating Point Value and Pop                                          |
| FSTSW               | Mw   |      |      |     |           | 9B     |        | DD     |        |          | 7     |          |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Status Word                                                   |
| FSTSW               | AX   |      |      |     |           | 9B     |        | DF     | E0     |          | 4     | 02+      |          |       |         |     | x87fpu      | control              |              |              | 0123          |               | 0123         |                                                  | Store x87 FPU Status Word                                                   |
| FSUB                | ST   | Msr  |      |     | /2.       | /2.    | /2.    | /2. D8 | /2.    | /2. mf   | /2. 4 | /2.      | /2.      | /2.   | /2.     | /2. | /2. x87fpu  | /2. arith            | /2.          | /2.          | /2. 0123      | /2. .1..      | /2. 0.23     | /2.                                              | /2. Subtract                                                                |
| FSUB                | ST   | EST  |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| FSUB                | ST   | Mdr  |      |     |           |        |        | DC     |        | Mf       | 4     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Subtract                                                                    |
| FSUB                | EST  | ST   |      |     |           |        |        | DC     |        |          | 5     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Subtract                                                                    |
| FSUBP               | EST  | ST   |      |     |           |        |        | DE     |        |          | 5     |          |          |       |         | p   | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Subtract and Pop                                                            |
| FSUBP               | ST1  | ST   |      |     |           |        |        | DE     | E9     |          | 5     |          |          |       |         | p   | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Subtract and Pop                                                            |
| FSUBR               | ST   | Msr  |      |     | /2.       | /2.    | /2.    | /2. D8 | /2.    | /2. mf   | /2. 5 | /2.      | /2.      | /2.   | /2.     | /2. | /2. x87fpu  | /2. arith            | /2.          | /2.          | /2. 0123      | /2. .1..      | /2. 0.23     | /2.                                              | /2. Reverse Subtract                                                        |
| FSUBR               | ST   | EST  |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| FSUBR               | EST  | ST   |      |     |           |        |        | DC     |        |          | 4     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Reverse Subtract                                                            |
| FSUBR               | ST   | Mdr  |      |     |           |        |        | DC     |        | Mf       | 5     |          |          |       |         |     | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Reverse Subtract                                                            |
| FSUBRP              | EST  | ST   |      |     |           |        |        | DE     |        |          | 4     |          |          |       |         | p   | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Reverse Subtract and Pop                                                    |
| FSUBRP              | ST1  | ST   |      |     |           |        |        | DE     | E1     |          | 4     |          |          |       |         | p   | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Reverse Subtract and Pop                                                    |
| FTST                | ST   |      |      |     |           |        |        | D9     | E4     |          | 4     |          |          |       |         |     | x87fpu      | compar               |              |              | 0123          | 0123          |              |                                                  | Test                                                                        |
| FUCOM               | ST   | EST  |      |     |           |        |        | DD     |        |          | 4     | 03+      |          |       |         |     | x87fpu      | compar               |              |              | 0123          | 0123          |              |                                                  | Unordered Compare Floating Point Values                                     |
| FUCOM               | ST   | ST1  |      |     |           |        |        | DD     | E1     |          | 4     | 03+      |          |       |         |     | x87fpu      | compar               |              |              | 0123          | 0123          |              |                                                  | Unordered Compare Floating Point Values                                     |
| FUCOMI              | ST   | EST  |      |     |           |        |        | DB     |        |          | 5     | PP+      |          |       |         |     | x87fpu      | compar               |              |              | o...z.pc .1.. | o...z.pc .1.. |              | o.......                                         | Unordered Compare Floating Point Values and Set EFLAGS                      |
| FUCOMIP             | ST   | EST  |      |     |           |        |        | DF     |        |          | 5     | PP+      |          |       |         | p   | x87fpu      | compar               |              |              | o...z.pc .1.. | o...z.pc .1.. |              | o.......                                         | Unordered Compare Floating Point Values and Set EFLAGS and Pop              |
| FUCOMP              | ST   | EST  |      |     |           |        |        | DD     |        |          | 5     | 03+      |          |       |         | p   | x87fpu      | compar               |              |              | 0123          | 0123          |              |                                                  | Unordered Compare Floating Point Values and Pop                             |
| FUCOMP              | ST   | ST1  |      |     |           |        |        | DD     | E9     |          | 5     | 03+      |          |       |         | p   | x87fpu      | compar               |              |              | 0123          | 0123          |              |                                                  | Unordered Compare Floating Point Values and Pop                             |
| FUCOMPP             | ST   | ST1  |      |     |           |        |        | DA     | E9     |          | 5     | 03+      |          |       |         | P   | x87fpu      | compar               |              |              | 0123          | 0123          |              |                                                  | Unordered Compare Floating Point Values and Pop Twice                       |
| FWAIT               |      |      |      |     | /2.       | /2.    | /2.    | /2. 9B | /2.    | /2.      | /2.   | /2.      | /2.      | /2.   | /2.     | /2. | /2. x87fpu  | /2. control          | /2.          | /2.          | /2. 0123      | /2.           | /2. 0123     | /2.                                              | /2. Check pending unmasked floating-point exceptions                        |
| WAIT                |      |      |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| FXAM                | ST   |      |      |     |           |        |        | D9     | E5     |          | 4     |          |          |       |         |     | x87fpu      |                      |              |              | 0123          | 0123          |              |                                                  | Examine                                                                     |
| FXCH                | ST   | EST  |      |     |           |        |        | D9     |        | mf       | 1     |          |          |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Exchange Register Contents                                                  |
| FXCH                | ST   | ST1  |      |     |           |        |        | D9     | C9     |          | 1     |          |          |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Exchange Register Contents                                                  |
| FXCH4 alias         | ST   | EST  |      |     |           |        |        | DD     |        |          | 1     | 00-02    | D 13     |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Exchange Register Contents                                                  |
| FXCH4 alias         | ST   | EST  |      |     |           |        |        | DD     |        |          | 1     | 03+      | U 15     |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Exchange Register Contents                                                  |
| FXCH7 alias         | ST   | EST  |      |     |           |        |        | DF     |        |          | 1     | 00-02    | D 13     |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Exchange Register Contents                                                  |
| FXCH7 alias         | ST   | EST  |      |     |           |        |        | DF     |        |          | 1     | 03+      | U 15     |       |         |     | x87fpu      | datamov              |              |              | 0123          | .1..          | 0.23         |                                                  | Exchange Register Contents                                                  |
| FXRSTOR             | ST   | ST1  | ST2  | ... |           |        | 0F     | AE     |        |          | 1     | P2++     |          |       |         |     | sm          |                      |              |              |               |               |              |                                                  | Restore x87 FPU, MMX, XMM, and MXCSR State                                  |
| FXSAVE              | Mstx | ST   | ST1  | ... |           |        | 0F     | AE     |        |          | 0     | P2++     |          |       |         |     | sm          |                      |              |              |               |               |              |                                                  | Save x87 FPU, MMX, XMM, and MXCSR State                                     |
| FXTRACT             | ST   |      |      |     |           |        |        | D9     | F4     |          | 6     |          |          |       |         | s   | x87fpu      | arith                |              |              | 0123          | .1..          | 0.23         |                                                  | Extract Exponent and Significand                                            |
| FYL2X               | ST1  | ST   |      |     |           |        |        | D9     | F1     |          | 6     |          |          |       |         | p   | x87fpu      | trans                |              |              | 0123          | .1..          | 0.23         |                                                  | Compute y × log 2 x and Pop                                                 |
| FYL2XP1             | ST1  | ST   |      |     |           |        |        | D9     | F9     |          | 7     |          |          |       |         | p   | x87fpu      | trans                |              |              | 0123          | .1..          | 0.23         |                                                  | Compute y × log 2 (x+1) and Pop                                             |
| GETSEC              | EAX  |      |      |     | smx       |        | 0F     | 37     |        |          |       | C2++     | D 24     |       |         |     |             |                      |              |              |               |               |              |                                                  | GETSEC Leaf Functions                                                       |
| GS                  | GS   |      |      |     |           | 65     |        |        |        |          |       | 03+      |          |       |         |     | prefix      | segreg               |              |              |               |               |              |                                                  | GS segment override prefix                                                  |
| HADDPD              | Vpd  | Wpd  |      |     | sse3      | 66     | 0F     | 7C     |        |          | r     | P4++     |          |       |         |     | simdfp      | arith                |              |              |               |               |              |                                                  | Packed Double-FP Horizontal Add                                             |
| HADDPS              | Vps  | Wps  |      |     | sse3      | F2     | 0F     | 7C     |        |          | r     | P4++     |          |       |         |     | simdfp      | arith                |              |              |               |               |              |                                                  | Packed Single-FP Horizontal Add                                             |
