# http://ref.x86asm.net/geek32-abc.html
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| mnemonic            | op1  | op2  | op3  | op4 | iext      | pf     | 0F     | po     | so     | flds     | o     | proc     | st       | m     | rl      | x   | grp1        | grp2                 | grp3         | tested f     | modif f       | def f         | undef f      | f values                                         | description, notes                                                          |
| POP                 | Ev   |      |      |     |           |        |        | 8F     |        | W        | 0     |          |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Pop a Value from the Stack                                                  |
| POP                 | FS   |      |      |     |           |        | 0F     | A1     |        | Sre      |       | 03+      |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Pop a Value from the Stack                       |                                                                             |
| POP                 | GS   |      |      |     |           |        | 0F     | A9     |        | SrE      |       | 03+      |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Pop a Value from the Stack                       |                                                                             |
| POPA                | DI   | SI   | BP   | ... |           |        |        | 61     |        |          |       | 01+      |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Pop All General-Purpose Registers                                           |
| POPAD               | EDI  | ESI  | EBP  | ... |           |        |        | 61     |        |          |       | 03+      |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Pop All General-Purpose Registers                                           |
| POPCNT              | Gv   | Ev   |      |     |           | F3     | 0F     | B8     |        |          | r     | C2++     |          |       |         |     | gen         | bit                  |              |              | o..szapc      |               |              | o..s.apc                                         | Bit Population Count                                                        |
| POPF                | Fwo  |      |      |     |           |        |        | 9D     |        |          |       |          |          |       |         |     | gen         | \2. stack flgctrl    |              |              |               |               |              | Pop Stack into FLAGS Register                    |                                                                             |
| POPFD               | Fdo  |      |      |     |           |        |        | 9D     |        |          |       | 03+      |          |       |         |     | gen         | \2. stack flgctrl    |              |              |               |               |              | Pop Stack into eFLAGS Register                   |                                                                             |
| POR                 | Pq   | Qq   |      |     | mmx       |        | 0F     | EB     |        |          | r     | PX+      |          |       |         |     | logical     |                      |              |              |               |               |              |                                                  | Bitwise Logical OR                                                          |
| POR                 | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | EB     |        |          | r     | P4+      |          |       |         |     | simdint     | logical              |              |              |               |               |              |                                                  | Bitwise Logical OR                                                          |
| PREFETCHNTA         | Mb   |      |      |     | sse1      |        | 0F     | 18     |        |          | 0     | P3+      |          |       |         |     | fetch       |                      |              |              |               |               |              |                                                  | Prefetch Data Into Caches                                                   |
| PREFETCHT0          | Mb   |      |      |     | sse1      |        | 0F     | 18     |        |          | 1     | P3+      |          |       |         |     | fetch       |                      |              |              |               |               |              |                                                  | Prefetch Data Into Caches                                                   |
| PREFETCHT1          | Mb   |      |      |     | sse1      |        | 0F     | 18     |        |          | 2     | P3+      |          |       |         |     | fetch       |                      |              |              |               |               |              |                                                  | Prefetch Data Into Caches                                                   |
| PREFETCHT2          | Mb   |      |      |     | sse1      |        | 0F     | 18     |        |          | 3     | P3+      |          |       |         |     | fetch       |                      |              |              |               |               |              |                                                  | Prefetch Data Into Caches                                                   |
| PSADBW              | Pq   | Qq   |      |     | sse1      |        | 0F     | F6     |        |          | r     | P3+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Compute Sum of Absolute Differences                                         |
| PSADBW              | Vdq  | Wdq  |      |     | sse1      | 66     | 0F     | F6     |        |          | r     | P3+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Compute Sum of Absolute Differences                                         |
| PSHUFB              | Pq   | Qq   |      |     | ssse3     |        | 0F     | 38     | 00     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Shuffle Bytes                                                        |
| PSHUFB              | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 38     | 00     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Shuffle Bytes                                                        |
| PSHUFD              | Vdq  | Wdq  | Ib   |     | sse2      | 66     | 0F     | 70     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Shuffle Packed Doublewords                                                  |
| PSHUFHW             | Vdq  | Wdq  | Ib   |     | sse2      | F3     | 0F     | 70     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Shuffle Packed High Words                                                   |
| PSHUFLW             | Vdq  | Wdq  | Ib   |     | sse2      | F2     | 0F     | 70     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Shuffle Packed Low Words                                                    |
| PSHUFW              | Pq   | Qq   | Ib   |     | sse1      |        | 0F     | 70     |        |          | r     | P3+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Shuffle Packed Words                                                        |
| PSIGNB              | Pq   | Qq   |      |     | ssse3     |        | 0F     | 38     | 08     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed SIGN                                                                 |
| PSIGNB              | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 38     | 08     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed SIGN                                                                 |
| PSIGND              | Pq   | Qq   |      |     | ssse3     |        | 0F     | 38     | 0A     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed SIGN                                                                 |
| PSIGND              | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 38     | 0A     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed SIGN                                                                 |
| PSIGNW              | Pq   | Qq   |      |     | ssse3     |        | 0F     | 38     | 09     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed SIGN                                                                 |
| PSIGNW              | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 38     | 09     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed SIGN                                                                 |
| PSLLD               | Nq   | Ib   |      |     | mmx       |        | 0F     | 72     |        |          | 6     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLD               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 72     |        |          | 6     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLD               | Pq   | Qq   |      |     | mmx       |        | 0F     | F2     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLD               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | F2     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLDQ              | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 73     |        |          | 7     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Double Quadword Left Logical                                          |
| PSLLQ               | Nq   | Ib   |      |     | mmx       |        | 0F     | 73     |        |          | 6     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLQ               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 73     |        |          | 6     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLQ               | Pq   | Qq   |      |     | mmx       |        | 0F     | F3     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLQ               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | F3     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLW               | Nq   | Ib   |      |     | mmx       |        | 0F     | 71     |        |          | 6     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLW               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 71     |        |          | 6     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLW               | Pq   | Qq   |      |     | mmx       |        | 0F     | F1     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSLLW               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | F1     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Left Logical                                              |
| PSRAD               | Nq   | Ib   |      |     | mmx       |        | 0F     | 72     |        |          | 4     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRAD               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 72     |        |          | 4     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRAD               | Pq   | Qq   |      |     | mmx       |        | 0F     | E2     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRAD               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | E2     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRAW               | Nq   | Ib   |      |     | mmx       |        | 0F     | 71     |        |          | 4     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRAW               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 71     |        |          | 4     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRAW               | Pq   | Qq   |      |     | mmx       |        | 0F     | E1     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRAW               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | E1     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Right Arithmetic                                          |
| PSRLD               | Nq   | Ib   |      |     | mmx       |        | 0F     | 72     |        |          | 2     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Double Quadword Right Logical                                         |
| PSRLD               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 72     |        |          | 2     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Double Quadword Right Logical                                         |
| PSRLD               | Pq   | Qq   |      |     | mmx       |        | 0F     | D2     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLD               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | D2     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLDQ              | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 73     |        |          | 3     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Double Quadword Right Logical                                         |
| PSRLQ               | Nq   | Ib   |      |     | mmx       |        | 0F     | 73     |        |          | 2     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLQ               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 73     |        |          | 2     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLQ               | Pq   | Qq   |      |     | mmx       |        | 0F     | D3     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLQ               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | D3     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLW               | Nq   | Ib   |      |     | mmx       |        | 0F     | 71     |        |          | 2     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLW               | Udq  | Ib   |      |     | sse2      | 66     | 0F     | 71     |        |          | 2     | P4+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLW               | Pq   | Qq   |      |     | mmx       |        | 0F     | D1     |        |          | r     | PX+      |          |       |         |     | shift       |                      |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSRLW               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | D1     |        |          | r     | P4+      |          |       |         |     | simdint     | shift                |              |              |               |               |              |                                                  | Shift Packed Data Right Logical                                             |
| PSUBB               | Pq   | Qq   |      |     | mmx       |        | 0F     | F8     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Subtract Packed Integers                                                    |
| PSUBB               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | F8     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Integers                                                    |
| PSUBD               | Pq   | Qq   |      |     | mmx       |        | 0F     | FA     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Subtract Packed Integers                                                    |
| PSUBD               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FA     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Integers                                                    |
| PSUBQ               | Pq   | Qq   |      |     | sse2      |        | 0F     | FB     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Quadword Integers                                           |
| PSUBQ               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FB     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Quadword Integers                                           |
| PSUBSB              | Pq   | Qq   |      |     | mmx       |        | 0F     | E8     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Subtract Packed Signed Integers with Signed Saturation                      |
| PSUBSB              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | E8     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Signed Integers with Signed Saturation                      |
| PSUBSW              | Pq   | Qq   |      |     | mmx       |        | 0F     | E9     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Subtract Packed Signed Integers with Signed Saturation                      |
| PSUBSW              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | E9     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Signed Integers with Signed Saturation                      |
| PSUBUSB             | Pq   | Qq   |      |     | mmx       |        | 0F     | D8     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Subtract Packed Unsigned Integers with Unsigned Saturation                  |
| PSUBUSB             | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | D8     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Unsigned Integers with Unsigned Saturation                  |
| PSUBUSW             | Pq   | Qq   |      |     | mmx       |        | 0F     | D9     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Subtract Packed Unsigned Integers with Unsigned Saturation                  |
| PSUBUSW             | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | D9     |        |          | r     | PX+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Unsigned Integers with Unsigned Saturation                  |
| PSUBW               | Pq   | Qq   |      |     | mmx       |        | 0F     | F9     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Subtract Packed Integers                                                    |
| PSUBW               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | F9     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Subtract Packed Integers                                                    |
| PTEST               | Vdq  | Wdq  |      |     | sse41     | 66     | 0F     | 38     | 17     |          | r     | C2++     | D 32     |       |         |     |             |                      |              |              | o..szapc      | o..szapc      |              | o..s.ap.                                         | Logical Compare                                                             |
| PUNPCKHBW           | Pq   | Qq   |      |     | mmx       |        | 0F     | 68     |        |          | r     | PX+      |          |       |         |     | unpack      |                      |              |              |               |               |              |                                                  | Unpack High Data                                                            |
| PUNPCKHBW           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 68     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack High Data                                                            |
| PUNPCKHDQ           | Pq   | Qq   |      |     | mmx       |        | 0F     | 6A     |        |          | r     | PX+      |          |       |         |     | unpack      |                      |              |              |               |               |              |                                                  | Unpack High Data                                                            |
| PUNPCKHDQ           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 6A     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack High Data                                                            |
| PUNPCKHQDQ          | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 6D     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack High Data                                                            |
| PUNPCKHWD           | Pq   | Qq   |      |     | mmx       |        | 0F     | 69     |        |          | r     | PX+      |          |       |         |     | unpack      |                      |              |              |               |               |              |                                                  | Unpack High Data                                                            |
| PUNPCKHWD           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 69     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack High Data                                                            |
| PUNPCKLBW           | Pq   | Qd   |      |     | mmx       |        | 0F     | 60     |        |          | r     | PX+      |          |       |         |     | unpack      |                      |              |              |               |               |              |                                                  | Unpack Low Data                                                             |
| PUNPCKLBW           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 60     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack Low Data                                                             |
| PUNPCKLDQ           | Pq   | Qd   |      |     | mmx       |        | 0F     | 62     |        |          | r     | PX+      |          |       |         |     | unpack      |                      |              |              |               |               |              |                                                  | Unpack Low Data                                                             |
| PUNPCKLDQ           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 62     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack Low Data                                                             |
| PUNPCKLQDQ          | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 6C     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack Low Data                                                             |
| PUNPCKLWD           | Pq   | Qd   |      |     | mmx       |        | 0F     | 61     |        |          | r     | PX+      |          |       |         |     | unpack      |                      |              |              |               |               |              |                                                  | Unpack Low Data                                                             |
| PUNPCKLWD           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 61     |        |          | r     | P4+      |          |       |         |     | simdint     | shunpck              |              |              |               |               |              |                                                  | Unpack Low Data                                                             |
| PUSH                | ES   |      |      |     |           |        |        | 06     |        | sr       |       |          |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Push Word, Doubleword or Quadword Onto the Stack |                                                                             |
| PUSH                | CS   |      |      |     |           |        |        | 0E     |        | sR       |       |          |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Push Word, Doubleword or Quadword Onto the Stack |                                                                             |
| PUSH                | SS   |      |      |     |           |        |        | 16     |        | Sr       |       |          |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Push Word, Doubleword or Quadword Onto the Stack |                                                                             |
| PUSH                | DS   |      |      |     |           |        |        | 1E     |        | SR       |       |          |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Push Word, Doubleword or Quadword Onto the Stack |                                                                             |
| PUSH                | Zv   |      |      |     |           |        |        | 50     |        | +r       |       |          |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Push Word, Doubleword or Quadword Onto the Stack                            |
| PUSH                | Ivs  |      |      |     |           |        |        | 68     |        |          |       | 01+      |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Push Word, Doubleword or Quadword Onto the Stack                            |
| PUSH                | Ibss |      |      |     |           |        |        | 6A     |        | S        |       | 01+      |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Push Word, Doubleword or Quadword Onto the Stack                            |
| PUSH                | Ev   |      |      |     |           |        |        | FF     |        |          | 6     |          |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Push Word, Doubleword or Quadword Onto the Stack                            |
| PUSH                | FS   |      |      |     |           |        | 0F     | A0     |        | Sre      |       | 03+      |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Push Word, Doubleword or Quadword Onto the Stack |                                                                             |
| PUSH                | GS   |      |      |     |           |        | 0F     | A8     |        | SrE      |       | 03+      |          |       |         |     | gen         | \2. stack segreg     |              |              |               |               |              | Push Word, Doubleword or Quadword Onto the Stack |                                                                             |
| PUSHA               | AX   | CX   | DX   | ... |           |        |        | 60     |        |          |       | 01+      |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Push All General-Purpose Registers                                          |
| PUSHAD              | EAX  | ECX  | EDX  | ... |           |        |        | 60     |        |          |       | 03+      |          |       |         |     | gen         | stack                |              |              |               |               |              |                                                  | Push All General-Purpose Registers                                          |
| PUSHF               | Fwo  |      |      |     |           |        |        | 9C     |        |          |       |          |          |       |         |     | gen         | \2. stack flgctrl    |              |              |               |               |              | Push FLAGS Register onto the Stack               |                                                                             |
| PUSHFD              | Fdo  |      |      |     |           |        |        | 9C     |        |          |       | 03+      |          |       |         |     | gen         | \2. stack flgctrl    |              |              |               |               |              | Push eFLAGS Register onto the Stack              |                                                                             |
| PXOR                | Pq   | Qq   |      |     | mmx       |        | 0F     | EF     |        |          | r     | PX+      |          |       |         |     | logical     |                      |              |              |               |               |              |                                                  | Logical Exclusive OR                                                        |
| PXOR                | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | EF     |        |          | r     | P4+      |          |       |         |     | simdint     | logical              |              |              |               |               |              |                                                  | Logical Exclusive OR                                                        |
| RCL                 | Eb   | Ib   |      |     |           |        |        | C0     |        | w        | 2     | 01+      |          |       |         |     | gen         | shftrot              |              | .......c     | o..szapc      | o..szapc      | o.......     |                                                  | Rotate                                                                      |
| RCL                 | Ev   | Ib   |      |     |           |        |        | C1     |        | W        | 2     | 01+      |          |       |         |     | gen         | shftrot              |              | .......c     | o..szapc      | o..szapc      | o.......     |                                                  | Rotate                                                                      |
