# https://docs.microsoft.com/en-us/windows/win32/api/minidumpapiset/ne-minidumpapiset-module_write_flags
| Name                     | Description                                                                                                                                                                                                                                                                                                                                                    |
| ModuleWriteModule        | Only module information will be written to the minidump file.                                                                                                                                                                                                                                                                                                  |
| ModuleWriteDataSeg       | Module and data segment information will be written to the minidump file. This value will only be set if the MiniDumpWithDataSegs enumeration value from MINIDUMP_TYPE is set.                                                                                                                                                                                 |
| ModuleWriteMiscRecord    | Module, data segment, and miscellaneous record information will be written to the minidump file.                                                                                                                                                                                                                                                               |
| ModuleWriteCvRecord      | CodeView information will be written to the minidump file. Some debuggers need the CodeView information to properly locate symbols.                                                                                                                                                                                                                            |
| ModuleReferencedByMemory | Indicates that a module was referenced by a pointer on the stack or backing store of a thread in the minidump. This value is valid only if the DumpType parameter of the MiniDumpWriteDump function includes MiniDumpScanMemory .                                                                                                                              |
| ModuleWriteTlsData       | Per-module automatic TLS data is written to the minidump file. (Note that automatic TLS data is created using __declspec(thread) while TlsAlloc creates dynamic TLS data). This value is valid only if the DumpType parameter of the MiniDumpWriteDump function includes MiniDumpWithProcessThreadData . DbgHelp 6.1 and earlier: This value is not supported. |
| ModuleWriteCodeSegs      | Code segment information will be written to the minidump file. This value will only be set if the MiniDumpWithCodeSegs enumeration value from MINIDUMP_TYPE is set. DbgHelp 6.1 and earlier: This value is not supported.                                                                                                                                      |
