# LEA
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Opcode         | Instruction | Op/En | 64-Bit Mode | Compat/Leg Mode | Description                                    |
| 8D / r         | LEA r16,m   | RM    | Valid       | Valid           | Store effective address for m in register r16. |
| 8D / r         | LEA r32,m   | RM    | Valid       | Valid           | Store effective address for m in register r32. |
| REX.W + 8D / r | LEA r64,m   | RM    | Valid       | N.E.            | Store effective address for m in register r64. |
