| TypeName                        | Index   | Name                            | Hex       | BitString                       | Description
| OpCodeHandlerKind               | 38      | DX_eAX                          | 26        |                                 | 
| OpCodeHandlerKind               | 39      | eAX_DX                          | 27        |                                 | 
| OpCodeHandlerKind               | 40      | Eb_1                            | 28        |                                 | 
| OpCodeHandlerKind               | 41      | Eb_2                            | 29        |                                 | 
| OpCodeHandlerKind               | 42      | Eb_CL                           | 2a        |                                 | 
| OpCodeHandlerKind               | 43      | Eb_Gb_1                         | 2b        |                                 | 
| OpCodeHandlerKind               | 44      | Eb_Gb_2                         | 2c        |                                 | 
| OpCodeHandlerKind               | 45      | Eb_Ib_1                         | 2d        |                                 | 
| OpCodeHandlerKind               | 46      | Eb_Ib_2                         | 2e        |                                 | 
| OpCodeHandlerKind               | 47      | Eb1                             | 2f        |                                 | 
| OpCodeHandlerKind               | 48      | Ed_V_Ib                         | 30        |                                 | 
| OpCodeHandlerKind               | 49      | Ep                              | 31        |                                 | 
| OpCodeHandlerKind               | 50      | Ev_3a                           | 32        |                                 | 
| OpCodeHandlerKind               | 51      | Ev_3b                           | 33        |                                 | 
| OpCodeHandlerKind               | 52      | Ev_4                            | 34        |                                 | 
| OpCodeHandlerKind               | 53      | Ev_CL                           | 35        |                                 | 
| OpCodeHandlerKind               | 54      | Ev_Gv_32_64                     | 36        |                                 | 
| OpCodeHandlerKind               | 55      | Ev_Gv_3a                        | 37        |                                 | 
| OpCodeHandlerKind               | 56      | Ev_Gv_3b                        | 38        |                                 | 
| OpCodeHandlerKind               | 57      | Ev_Gv_4                         | 39        |                                 | 
| OpCodeHandlerKind               | 58      | Ev_Gv_CL                        | 3a        |                                 | 
| OpCodeHandlerKind               | 59      | Ev_Gv_Ib                        | 3b        |                                 | 
| OpCodeHandlerKind               | 60      | Ev_Gv_REX                       | 3c        |                                 | 
| OpCodeHandlerKind               | 61      | Ev_Ib_3                         | 3d        |                                 | 
| OpCodeHandlerKind               | 62      | Ev_Ib_4                         | 3e        |                                 | 
| OpCodeHandlerKind               | 63      | Ev_Ib2_3                        | 3f        |                                 | 
| OpCodeHandlerKind               | 64      | Ev_Ib2_4                        | 40        |                                 | 
| OpCodeHandlerKind               | 65      | Ev_Iz_3                         | 41        |                                 | 
| OpCodeHandlerKind               | 66      | Ev_Iz_4                         | 42        |                                 | 
| OpCodeHandlerKind               | 67      | Ev_P                            | 43        |                                 | 
| OpCodeHandlerKind               | 68      | Ev_REXW                         | 44        |                                 | 
| OpCodeHandlerKind               | 69      | Ev_Sw                           | 45        |                                 | 
| OpCodeHandlerKind               | 70      | Ev_VX                           | 46        |                                 | 
| OpCodeHandlerKind               | 71      | Ev1                             | 47        |                                 | 
| OpCodeHandlerKind               | 72      | Evj                             | 48        |                                 | 
| OpCodeHandlerKind               | 73      | Evw                             | 49        |                                 | 
| OpCodeHandlerKind               | 74      | Ew                              | 4a        |                                 | 
| OpCodeHandlerKind               | 75      | Gb_Eb                           | 4b        |                                 | 
| OpCodeHandlerKind               | 76      | Gdq_Ev                          | 4c        |                                 | 
| OpCodeHandlerKind               | 77      | Gv_Eb                           | 4d        |                                 | 
| OpCodeHandlerKind               | 78      | Gv_Eb_REX                       | 4e        |                                 | 
| OpCodeHandlerKind               | 79      | Gv_Ev_32_64                     | 4f        |                                 | 
| OpCodeHandlerKind               | 80      | Gv_Ev_3a                        | 50        |                                 | 
| OpCodeHandlerKind               | 81      | Gv_Ev_3b                        | 51        |                                 | 
| OpCodeHandlerKind               | 82      | Gv_Ev_Ib                        | 52        |                                 | 
| OpCodeHandlerKind               | 83      | Gv_Ev_Ib_REX                    | 53        |                                 | 
| OpCodeHandlerKind               | 84      | Gv_Ev_Iz                        | 54        |                                 | 
| OpCodeHandlerKind               | 85      | Gv_Ev_REX                       | 55        |                                 | 
| OpCodeHandlerKind               | 86      | Gv_Ev2                          | 56        |                                 | 
| OpCodeHandlerKind               | 87      | Gv_Ev3                          | 57        |                                 | 
| OpCodeHandlerKind               | 88      | Gv_Ew                           | 58        |                                 | 
| OpCodeHandlerKind               | 89      | Gv_M                            | 59        |                                 | 
| OpCodeHandlerKind               | 90      | Gv_M_as                         | 5a        |                                 | 
| OpCodeHandlerKind               | 91      | Gv_Ma                           | 5b        |                                 | 
| OpCodeHandlerKind               | 92      | Gv_Mp_2                         | 5c        |                                 | 
| OpCodeHandlerKind               | 93      | Gv_Mp_3                         | 5d        |                                 | 
| OpCodeHandlerKind               | 94      | Gv_Mv                           | 5e        |                                 | 
| OpCodeHandlerKind               | 95      | Gv_N                            | 5f        |                                 | 
| OpCodeHandlerKind               | 96      | Gv_N_Ib_REX                     | 60        |                                 | 
| OpCodeHandlerKind               | 97      | Gv_RX                           | 61        |                                 | 
| OpCodeHandlerKind               | 98      | Gv_W                            | 62        |                                 | 
| OpCodeHandlerKind               | 99      | GvM_VX_Ib                       | 63        |                                 | 
| OpCodeHandlerKind               | 100     | Ib                              | 64        |                                 | 
| OpCodeHandlerKind               | 101     | Ib3                             | 65        |                                 | 
| OpCodeHandlerKind               | 102     | IbReg                           | 66        |                                 | 
| OpCodeHandlerKind               | 103     | IbReg2                          | 67        |                                 | 
| OpCodeHandlerKind               | 104     | Iw_Ib                           | 68        |                                 | 
| OpCodeHandlerKind               | 105     | Jb                              | 69        |                                 | 
| OpCodeHandlerKind               | 106     | Jb2                             | 6a        |                                 | 
| OpCodeHandlerKind               | 107     | Jdisp                           | 6b        |                                 | 
| OpCodeHandlerKind               | 108     | Jx                              | 6c        |                                 | 
| OpCodeHandlerKind               | 109     | Jz                              | 6d        |                                 | 
| OpCodeHandlerKind               | 110     | M_1                             | 6e        |                                 | 
| OpCodeHandlerKind               | 111     | M_2                             | 6f        |                                 | 
| OpCodeHandlerKind               | 112     | M_REXW_2                        | 70        |                                 | 
| OpCodeHandlerKind               | 113     | M_REXW_4                        | 71        |                                 | 
| OpCodeHandlerKind               | 114     | MemBx                           | 72        |                                 | 
| OpCodeHandlerKind               | 115     | Mf_1                            | 73        |                                 | 
| OpCodeHandlerKind               | 116     | Mf_2a                           | 74        |                                 | 
| OpCodeHandlerKind               | 117     | Mf_2b                           | 75        |                                 | 
| OpCodeHandlerKind               | 118     | MIB_B                           | 76        |                                 | 
| OpCodeHandlerKind               | 119     | MP                              | 77        |                                 | 
| OpCodeHandlerKind               | 120     | Ms                              | 78        |                                 | 
| OpCodeHandlerKind               | 121     | MV                              | 79        |                                 | 
| OpCodeHandlerKind               | 122     | Mv_Gv                           | 7a        |                                 | 
| OpCodeHandlerKind               | 123     | Mv_Gv_REXW                      | 7b        |                                 | 
| OpCodeHandlerKind               | 124     | NIb                             | 7c        |                                 | 
| OpCodeHandlerKind               | 125     | Ob_Reg                          | 7d        |                                 | 
| OpCodeHandlerKind               | 126     | Ov_Reg                          | 7e        |                                 | 
| OpCodeHandlerKind               | 127     | P_Ev                            | 7f        |                                 | 
| OpCodeHandlerKind               | 128     | P_Ev_Ib                         | 80        |                                 | 
| OpCodeHandlerKind               | 129     | P_Q                             | 81        |                                 | 
| OpCodeHandlerKind               | 130     | P_Q_Ib                          | 82        |                                 | 
| OpCodeHandlerKind               | 131     | P_R                             | 83        |                                 | 
| OpCodeHandlerKind               | 132     | P_W                             | 84        |                                 | 
| OpCodeHandlerKind               | 133     | PushEv                          | 85        |                                 | 
| OpCodeHandlerKind               | 134     | PushIb2                         | 86        |                                 | 
| OpCodeHandlerKind               | 135     | PushIz                          | 87        |                                 | 
| OpCodeHandlerKind               | 136     | PushOpSizeReg_4a                | 88        |                                 | 
| OpCodeHandlerKind               | 137     | PushOpSizeReg_4b                | 89        |                                 | 
| OpCodeHandlerKind               | 138     | PushSimple2                     | 8a        |                                 | 
| OpCodeHandlerKind               | 139     | PushSimpleReg                   | 8b        |                                 | 
| OpCodeHandlerKind               | 140     | Q_P                             | 8c        |                                 | 
| OpCodeHandlerKind               | 141     | R_C_3a                          | 8d        |                                 | 
| OpCodeHandlerKind               | 142     | R_C_3b                          | 8e        |                                 | 
| OpCodeHandlerKind               | 143     | rDI_P_N                         | 8f        |                                 | 
| OpCodeHandlerKind               | 144     | rDI_VX_RX                       | 90        |                                 | 
| OpCodeHandlerKind               | 145     | Reg                             | 91        |                                 | 
| OpCodeHandlerKind               | 146     | Reg_Ib2                         | 92        |                                 | 
| OpCodeHandlerKind               | 147     | Reg_Iz                          | 93        |                                 | 
| OpCodeHandlerKind               | 148     | Reg_Ob                          | 94        |                                 | 
| OpCodeHandlerKind               | 149     | Reg_Ov                          | 95        |                                 | 
| OpCodeHandlerKind               | 150     | Reg_Xb                          | 96        |                                 | 
| OpCodeHandlerKind               | 151     | Reg_Xv                          | 97        |                                 | 
| OpCodeHandlerKind               | 152     | Reg_Xv2                         | 98        |                                 | 
| OpCodeHandlerKind               | 153     | Reg_Yb                          | 99        |                                 | 
| OpCodeHandlerKind               | 154     | Reg_Yv                          | 9a        |                                 | 
| OpCodeHandlerKind               | 155     | RegIb                           | 9b        |                                 | 
| OpCodeHandlerKind               | 156     | RegIb3                          | 9c        |                                 | 
| OpCodeHandlerKind               | 157     | RegIz2                          | 9d        |                                 | 
| OpCodeHandlerKind               | 158     | ReservedNop                     | 9e        |                                 | 
| OpCodeHandlerKind               | 159     | RIb                             | 9f        |                                 | 
| OpCodeHandlerKind               | 160     | RIbIb                           | a0        |                                 | 
| OpCodeHandlerKind               | 161     | Rv                              | a1        |                                 | 
| OpCodeHandlerKind               | 162     | Rv_32_64                        | a2        |                                 | 
| OpCodeHandlerKind               | 163     | RvMw_Gw                         | a3        |                                 | 
| OpCodeHandlerKind               | 164     | Simple                          | a4        |                                 | 
| OpCodeHandlerKind               | 165     | Simple_ModRM                    | a5        |                                 | 
| OpCodeHandlerKind               | 166     | Simple2_3a                      | a6        |                                 | 
| OpCodeHandlerKind               | 167     | Simple2_3b                      | a7        |                                 | 
| OpCodeHandlerKind               | 168     | Simple2Iw                       | a8        |                                 | 
| OpCodeHandlerKind               | 169     | Simple3                         | a9        |                                 | 
| OpCodeHandlerKind               | 170     | Simple4                         | aa        |                                 | 
| OpCodeHandlerKind               | 171     | Simple5                         | ab        |                                 | 
| OpCodeHandlerKind               | 172     | Simple5_ModRM_as                | ac        |                                 | 
| OpCodeHandlerKind               | 173     | SimpleReg                       | ad        |                                 | 
| OpCodeHandlerKind               | 174     | ST_STi                          | ae        |                                 | 
| OpCodeHandlerKind               | 175     | STi                             | af        |                                 | 
| OpCodeHandlerKind               | 176     | STi_ST                          | b0        |                                 | 
| OpCodeHandlerKind               | 177     | Sw_Ev                           | b1        |                                 | 
| OpCodeHandlerKind               | 178     | V_Ev                            | b2        |                                 | 
| OpCodeHandlerKind               | 179     | VM                              | b3        |                                 | 
| OpCodeHandlerKind               | 180     | VN                              | b4        |                                 | 
| OpCodeHandlerKind               | 181     | VQ                              | b5        |                                 | 
| OpCodeHandlerKind               | 182     | VRIbIb                          | b6        |                                 | 
| OpCodeHandlerKind               | 183     | VW_2                            | b7        |                                 | 
| OpCodeHandlerKind               | 184     | VW_3                            | b8        |                                 | 
| OpCodeHandlerKind               | 185     | VWIb_2                          | b9        |                                 | 
| OpCodeHandlerKind               | 186     | VWIb_3                          | ba        |                                 | 
| OpCodeHandlerKind               | 187     | VX_E_Ib                         | bb        |                                 | 
| OpCodeHandlerKind               | 188     | VX_Ev                           | bc        |                                 | 
| OpCodeHandlerKind               | 189     | Wbinvd                          | bd        |                                 | 
| OpCodeHandlerKind               | 190     | WV                              | be        |                                 | 
| OpCodeHandlerKind               | 191     | Xb_Yb                           | bf        |                                 | 
| OpCodeHandlerKind               | 192     | Xchg_Reg_rAX                    | c0        |                                 | 
| OpCodeHandlerKind               | 193     | Xv_Yv                           | c1        |                                 | 
| OpCodeHandlerKind               | 194     | Yb_Reg                          | c2        |                                 | 
| OpCodeHandlerKind               | 195     | Yb_Xb                           | c3        |                                 | 
| OpCodeHandlerKind               | 196     | Yv_Reg                          | c4        |                                 | 
| OpCodeHandlerKind               | 197     | Yv_Reg2                         | c5        |                                 | 
| OpCodeHandlerKind               | 198     | Yv_Xv                           | c6        |                                 | 
